page_name,page_id,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,ad_snapshot_url,currency,search_expression,crawl_timestamp,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,kanton,region,partei,account_art,ad_uuid
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=237470957196901,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3241
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1286356438199467,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3242
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1286356438199467,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3242
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2398798153541597,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3243
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2398798153541597,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3243
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2918393224888159,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3244
FDP,15733998334,FDP,2019-09-23T08:11:34Z,2019-09-23T08:11:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2918393224888159,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3244
FDP,15733998334,FDP,2019-09-23T08:11:31Z,2019-09-23T08:11:31Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1646749522125467,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3245
FDP,15733998334,FDP,2019-09-23T08:11:31Z,2019-09-23T08:11:31Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1646749522125467,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3245
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=428418541145338,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3246
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=428418541145338,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3246
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=480070836178215,CHF,15733998334,2019-10-10T01:28:53Z,1000,4999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3247
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=480070836178215,CHF,15733998334,2019-10-06T01:26:10Z,1000,4999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3247
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=480070836178215,CHF,FDP,2019-10-06T00:06:23Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3247
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=551249542306353,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3248
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=551249542306353,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3248
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1262088683914853,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3249
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1262088683914853,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3249
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2397655510272032,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3250
FDP,15733998334,FDP,2019-09-23T08:11:05Z,2019-09-23T08:11:05Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2397655510272032,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3250
FDP,15733998334,FDP,2019-09-23T08:11:04Z,2019-09-23T08:11:04Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2413720932049431,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3251
FDP,15733998334,FDP,2019-09-23T08:11:04Z,2019-09-23T08:11:04Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2413720932049431,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3251
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=453790465225421,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3252
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=453790465225421,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3252
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=968936100138572,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3253
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=968936100138572,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3253
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=3036426409717310,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3254
FDP,15733998334,FDP,2019-09-23T08:11:03Z,2019-09-23T08:11:03Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=3036426409717310,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3254
FDP,15733998334,FDP,2019-09-23T08:11:02Z,2019-09-23T08:11:02Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=578243126254355,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3255
FDP,15733998334,FDP,2019-09-23T08:11:02Z,2019-09-23T08:11:02Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=578243126254355,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3255
FDP,15733998334,FDP,2019-09-23T08:11:02Z,2019-09-23T08:11:02Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2970780859663090,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3256
FDP,15733998334,FDP,2019-09-23T08:11:02Z,2019-09-23T08:11:02Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2970780859663090,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3256
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=363635297845308,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3257
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=363635297845308,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3257
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=587118121824410,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3258
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=587118121824410,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3258
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=659769307765340,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3259
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=659769307765340,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3259
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2506698989609929,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3260
FDP,15733998334,FDP,2019-09-23T08:11:01Z,2019-09-23T08:11:01Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2506698989609929,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3260
FDP,15733998334,FDP,2019-09-23T08:11:00Z,2019-09-23T08:11:00Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=436773580529051,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3261
FDP,15733998334,FDP,2019-09-23T08:11:00Z,2019-09-23T08:11:00Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=436773580529051,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3261
FDP,15733998334,FDP,2019-09-23T08:10:35Z,2019-09-23T08:10:35Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1136400539886414,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3262
FDP,15733998334,FDP,2019-09-23T08:10:35Z,2019-09-23T08:10:35Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1136400539886414,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3262
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=391719038158288,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3263
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=391719038158288,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3263
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=392997931629202,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3264
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=392997931629202,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3264
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=451335548814768,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3265
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=451335548814768,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3265
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=749463538837720,CHF,15733998334,2019-10-10T01:28:53Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3266
FDP,15733998334,FDP,2019-09-23T08:10:34Z,2019-09-23T08:10:34Z,NA,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=749463538837720,CHF,15733998334,2019-10-06T01:26:10Z,0,999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3266
FDP,15733998334,FDP,2019-09-23T08:10:33Z,2019-09-23T08:10:33Z,2019-10-20T09:00:00Z,"Wille ist der Ursprung von Veränderung, Fortschritt und Erfolg. Die Schweiz will weiter – und Du? FDP wählen am 20. Oktober. Gemeinsam machen wir es möglich.
#CHwill #Möglichmachen #gemeinsamweiterkommen #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=370548467223459,CHF,15733998334,2019-10-10T01:28:53Z,1000,4999,0,99,NA,NA,NA,NA,CH/D,FDP,Nationale Partei,3267
