page_name,page_id,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,ad_snapshot_url,currency,search_expression,crawl_timestamp,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,kanton,region,partei,account_art,ad_uuid
CVP Uri,356635587779070,Elias Briker,2019-09-02T13:46:22Z,2019-09-02T13:46:22Z,2019-09-04T12:02:54Z,"Lernen Sie Simon Stadler und Heidi Zgraggen besser kennen: Am Mittwochabend in der ""Alten Post"" in Silenen. Übrigens gibt es auch gute Ländlermusik zu hören.",https://www.facebook.com/ads/archive/render_ad/?id=945952059077866,CHF,356635587779070,2019-10-10T02:50:07Z,1000,4999,0,99,simon-stadler.ch,"""Stubätä"" mit Stadler und Z'graggen","Das Wahlkampfteam der CVP Uri organisiert fünf Mal im Herbst eine ""Stubätä"" mit Nationalratskandidat Simon Stadler und mit Beteiligung von Ständeratsk",UR,CH/D,CVP,Kantonale Sektion,1
CVP Uri,356635587779070,Elias Briker,2019-09-02T13:46:22Z,2019-09-02T13:46:22Z,2019-09-04T12:02:54Z,"Lernen Sie Simon Stadler und Heidi Zgraggen besser kennen: Am Mittwochabend in der ""Alten Post"" in Silenen. Übrigens gibt es auch gute Ländlermusik zu hören.",https://www.facebook.com/ads/archive/render_ad/?id=945952059077866,CHF,356635587779070,2019-09-03T02:38:56Z,0,999,0,99,simon-stadler.ch,"""Stubätä"" mit Stadler und Z'graggen","Das Wahlkampfteam der CVP Uri organisiert fünf Mal im Herbst eine ""Stubätä"" mit Nationalratskandidat Simon Stadler und mit Beteiligung von Ständeratsk",UR,CH/D,CVP,Kantonale Sektion,1
CVP Uri,356635587779070,Elias Briker,2019-09-02T12:02:49Z,2019-09-02T12:02:54Z,2019-09-04T12:02:54Z,"Lernen Sie Simon Stadler und Heidi Zgraggen besser kennen: Am Mittwochabend in der ""Alten Post"" in Silenen. Übrigens gibt es auch gute Ländlermusik zu hören.",https://www.facebook.com/ads/archive/render_ad/?id=2859544194059827,CHF,356635587779070,2019-10-10T02:50:07Z,0,999,0,99,simon-stadler.ch,"""Stubätä"" mit Stadler und Z'graggen","Das Wahlkampfteam der CVP Uri organisiert fünf Mal im Herbst eine ""Stubätä"" mit Nationalratskandidat Simon Stadler und mit Beteiligung von Ständeratsk",UR,CH/D,CVP,Kantonale Sektion,2
CVP Kanton Aargau,162748953769688,CVP Aargau,2019-10-08T07:35:13Z,2019-10-08T07:35:14Z,2019-10-20T07:35:13Z,"Für den Nationalrat kandidieren auf unseren Listen 4a bis 4i so viele Junge wie noch nie. Wählen Sie am 20. Oktober 2019 unseren Nachwuchs. Für unsere Zukunft. 
#TeamOrange #WahlCH19 #Wahlen19 Junge CVP Aargau",https://www.facebook.com/ads/archive/render_ad/?id=973431056332652,CHF,162748953769688,2019-10-10T02:26:58Z,5000,9999,0,99,NA,NA,NA,AG,CH/D,CVP,Kantonale Sektion,3
CVP Kanton Aargau,162748953769688,CVP Aargau,2019-10-08T07:35:13Z,2019-10-08T07:35:14Z,2019-10-20T07:35:13Z,"Für den Nationalrat kandidieren auf unseren Listen 4a bis 4i so viele Junge wie noch nie. Wählen Sie am 20. Oktober 2019 unseren Nachwuchs. Für unsere Zukunft. 
#TeamOrange #WahlCH19 #Wahlen19 Junge CVP Aargau",https://www.facebook.com/ads/archive/render_ad/?id=973431056332652,CHF,162748953769688,2019-10-09T02:26:47Z,1000,4999,0,99,NA,NA,NA,AG,CH/D,CVP,Kantonale Sektion,3
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:14:10Z,2019-10-09T12:00:00Z,2019-10-16T12:00:00Z,"Jan Wüthrich
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/janwuethrich/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2453854111362074,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,4
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:13:48Z,2019-10-09T09:00:00Z,2019-10-16T09:00:00Z,"Mia Willener
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/miawillener/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19
Mia Willener in den Nationalrat",https://www.facebook.com/ads/archive/render_ad/?id=470130123826922,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,5
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:08:14Z,2019-10-08T12:00:00Z,2019-10-15T12:00:00Z,"Sandra Weibel
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/sandraweibel/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2430353260387206,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,6
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:07:50Z,2019-10-08T09:00:00Z,2019-10-15T09:00:00Z,"Timo Steinlin
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/timosteinlin/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=878363772545967,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,7
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-08T07:05:53Z,2019-10-08T07:05:53Z,2019-10-13T07:05:53Z,"Wir lösen auf: Gesucht war unser Kantonalpräsident, Jan Gnägi!",https://www.facebook.com/ads/archive/render_ad/?id=758780854571136,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,8
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T12:02:10Z,2019-10-08T07:00:00Z,2019-10-12T07:00:00Z,"Erkennt ihr den dazugehörigen Nationalratskandidaten? 
Auflösung folgt. 

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=1191945711193113,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,9
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T12:02:10Z,2019-10-08T07:00:00Z,2019-10-12T07:00:00Z,"Erkennt ihr den dazugehörigen Nationalratskandidaten? 
Auflösung folgt. 

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=1191945711193113,CHF,322804977901887,2019-10-09T02:22:15Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,9
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:07:26Z,2019-10-07T12:00:00Z,2019-10-14T12:00:00Z,"Michèle Schwarz
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/micheleschwarz/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=383646639016229,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,10
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:07:03Z,2019-10-07T09:00:00Z,2019-10-14T09:00:00Z,"Astrick Reist - JBDP
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/astrickreist/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=369280907298589,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,11
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:06:33Z,2019-10-04T12:00:00Z,2019-10-11T12:00:00Z,"Selina Reichenbach
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/selinareichenbach/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=462040344640701,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,12
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-04T11:44:24Z,2019-10-04T11:44:27Z,2019-10-12T09:35:20Z,"Der Vorstoss der BDP Schweiz dazu 👉🏻 https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20193426 

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=552740825469189,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,13
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-04T11:44:24Z,2019-10-04T11:44:27Z,2019-10-08T11:44:24Z,"Der Vorstoss der BDP Schweiz dazu 👉🏻 https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20193426 

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=552740825469189,CHF,322804977901887,2019-10-09T02:22:15Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,13
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:06:10Z,2019-10-04T09:00:00Z,2019-10-11T09:00:00Z,"Robin Parisi
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/robinparisi/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=454004638487552,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,14
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:05:50Z,2019-10-03T12:00:00Z,2019-10-10T12:00:00Z,"Kai N. Muff in den Nationalrat
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/kaimuff/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=362988957987902,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,15
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:05:27Z,2019-10-03T09:00:00Z,2019-10-10T09:00:00Z,"Salomon Moser
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/salomonmoser/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2340810099518625,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,16
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T11:59:01Z,2019-10-03T07:00:00Z,2019-10-08T07:00:00Z,"Erratet ihr, welcher Nationalratskandidat da in die Kamera strahlt? 
Auflösung folgt!

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=708046486340226,CHF,322804977901887,2019-10-10T02:22:26Z,5000,9999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,17
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T11:59:01Z,2019-10-03T07:00:00Z,2019-10-08T07:00:00Z,"Erratet ihr, welcher Nationalratskandidat da in die Kamera strahlt? 
Auflösung folgt!

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=708046486340226,CHF,322804977901887,2019-10-07T02:19:39Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,17
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:05:01Z,2019-10-02T12:00:00Z,2019-10-09T12:00:00Z,"Dominik Luginbühl
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/dominikluginbuehl/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2448243898586729,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,18
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:04:38Z,2019-10-02T09:00:00Z,2019-10-09T09:00:00Z,"Nino Leuenberger
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/ninoleuenberger/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=450682382190734,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,19
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T12:45:52Z,2019-10-01T12:45:56Z,2019-10-06T12:45:52Z,"Madiswil 📍
#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=967407023609232,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,20
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T12:43:56Z,2019-10-01T12:44:07Z,2019-10-05T12:43:56Z,"Am 20. Oktober #langweiligabergut wählen. 

Mehr Informationen zum richtigen Wählen findet ihr unter: https://www.media.bk.admin.ch/wahlen/de/",https://www.facebook.com/ads/archive/render_ad/?id=386837645344349,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,Am 20. Oktober #langweiligabergut wählen.,NA,BE,CH/D,BDP,Kantonale Sektion,21
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T12:43:56Z,2019-10-01T12:44:07Z,2019-10-05T12:43:56Z,"Am 20. Oktober #langweiligabergut wählen. 

Mehr Informationen zum richtigen Wählen findet ihr unter: https://www.media.bk.admin.ch/wahlen/de/",https://www.facebook.com/ads/archive/render_ad/?id=386837645344349,CHF,322804977901887,2019-10-02T02:19:40Z,0,999,0,99,NA,Am 20. Oktober #langweiligabergut wählen.,NA,BE,CH/D,BDP,Kantonale Sektion,21
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:04:15Z,2019-10-01T12:00:00Z,2019-10-08T12:00:00Z,"Thomas Kaufmann
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/thomaskaufmann/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=371651126787382,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,22
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:03:53Z,2019-10-01T09:00:00Z,2019-10-08T09:00:00Z,"Yvo Hofer
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/yvohofer/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=583330372201680,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,23
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T06:35:24Z,2019-10-01T07:30:00Z,2019-10-06T07:30:00Z,"Gespannt auf eure Kommentare: Wer errät, welche Nationalratskandidatin wir suchen? Viel Spass beim Raten!",https://www.facebook.com/ads/archive/render_ad/?id=2417826658538631,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,24
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-10-01T06:35:24Z,2019-10-01T07:30:00Z,2019-10-06T07:30:00Z,"Gespannt auf eure Kommentare: Wer errät, welche Nationalratskandidatin wir suchen? Viel Spass beim Raten!",https://www.facebook.com/ads/archive/render_ad/?id=2417826658538631,CHF,322804977901887,2019-10-02T02:19:40Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,24
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:03:22Z,2019-09-30T12:00:00Z,2019-10-07T12:00:00Z,"Lukas Herrmann
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/lukasherrmann/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=713932569047760,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,25
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:03:00Z,2019-09-30T09:00:00Z,2019-10-07T09:00:00Z,"Bendicht Glauser
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/bendichtglauser/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=389356061770035,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,26
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:02:34Z,2019-09-27T12:00:00Z,2019-10-04T12:00:00Z,"Debora Vanessa Gerlach
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/deboravanessagerlach/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=650333538803937,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,27
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:02:34Z,2019-09-27T12:00:00Z,2019-10-01T12:00:00Z,"Debora Vanessa Gerlach
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/deboravanessagerlach/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=650333538803937,CHF,322804977901887,2019-10-01T02:20:06Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,27
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:02:07Z,2019-09-27T09:00:00Z,2019-10-04T09:00:00Z,"Marcel Erhard
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/marcelerhard/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=499880567437151,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,28
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:01:45Z,2019-09-26T12:00:00Z,2019-10-03T12:00:00Z,"Sandro Cantieni
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/sandrocantieni/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=2923406907676129,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,29
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:01:23Z,2019-09-26T09:00:00Z,2019-10-03T09:00:00Z,"David Bilang
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/davidbilang/

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=680954219037049,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,30
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T12:00:41Z,2019-09-25T12:00:41Z,2019-09-28T09:00:00Z,"Astrid Bärtschi https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/astridbaertschi/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=476101989914134,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,31
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:00:56Z,2019-09-25T12:00:00Z,2019-10-02T12:00:00Z,"Nicolas Huissoud
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/nicolashuissoudpraesidentjbdpkantonbern/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=777132042742458,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,32
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T11:58:08Z,2019-09-25T11:58:08Z,2019-10-03T12:00:00Z,"Heinz Siegenthaler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzsiegenthalernationalratbisher/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1024404374584881,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,33
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T11:58:08Z,2019-09-25T11:58:08Z,2019-10-03T12:00:00Z,"Heinz Siegenthaler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/heinzsiegenthalernationalratbisher/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=1024404374584881,CHF,322804977901887,2019-09-29T02:19:46Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,33
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T11:56:17Z,2019-09-25T11:56:17Z,2019-10-06T11:00:00Z,"Beatrice Simon
https://www.regierungsraetin.ch/de/willkommen

Am 20. Oktober #langweiligabergut und unsere Regierungsrätin in den Ständerat wählen.",https://www.facebook.com/ads/archive/render_ad/?id=2338661633112153,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,34
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T11:56:17Z,2019-09-25T11:56:17Z,2019-10-06T11:00:00Z,"Beatrice Simon
https://www.regierungsraetin.ch/de/willkommen

Am 20. Oktober #langweiligabergut und unsere Regierungsrätin in den Ständerat wählen.",https://www.facebook.com/ads/archive/render_ad/?id=2338661633112153,CHF,322804977901887,2019-09-28T02:18:43Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,34
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T09:20:50Z,2019-09-25T09:20:55Z,2019-10-05T11:42:58Z,"Es gibt keine Alternative zur Klimaneutralität 2050. 

Interview mit Ständerat Werner Luginbühl:
👉https://www.jungfrauzeitung.ch/artikel/176716/

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=806321743160121,CHF,322804977901887,2019-10-10T02:22:26Z,1000,4999,0,99,jungfrauzeitung.ch,«Es gibt keine Alternative zur Klimaneutralität 2050»,"Zwölf Jahre politisierte der Krattiger Werner Luginbühl im Ständerat. Nun nimmt er den Hut und verabschiedet sich von Bundesbern. Im Interview mit dieser Zeitung spricht er über die Abspaltung von der SVP, die mitunter «langweilige» Mitte-Politik – und weshalb man im Berner Oberland ein Inte...",BE,CH/D,BDP,Kantonale Sektion,35
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T09:20:50Z,2019-09-25T09:20:55Z,2019-09-29T09:20:50Z,"Es gibt keine Alternative zur Klimaneutralität 2050. 

Interview mit Ständerat Werner Luginbühl:
👉https://www.jungfrauzeitung.ch/artikel/176716/

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=806321743160121,CHF,322804977901887,2019-10-04T02:19:40Z,1000,4999,0,99,jungfrauzeitung.ch,«Es gibt keine Alternative zur Klimaneutralität 2050»,"Zwölf Jahre politisierte der Krattiger Werner Luginbühl im Ständerat. Nun nimmt er den Hut und verabschiedet sich von Bundesbern. Im Interview mit dieser Zeitung spricht er über die Abspaltung von der SVP, die mitunter «langweilige» Mitte-Politik – und weshalb man im Berner Oberland ein Inte...",BE,CH/D,BDP,Kantonale Sektion,35
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-09-25T09:20:50Z,2019-09-25T09:20:55Z,2019-09-29T09:20:50Z,"Es gibt keine Alternative zur Klimaneutralität 2050. 

Interview mit Ständerat Werner Luginbühl:
👉https://www.jungfrauzeitung.ch/artikel/176716/

#langweiligabergut",https://www.facebook.com/ads/archive/render_ad/?id=806321743160121,CHF,322804977901887,2019-09-29T02:19:46Z,0,999,0,99,jungfrauzeitung.ch,«Es gibt keine Alternative zur Klimaneutralität 2050»,"Zwölf Jahre politisierte der Krattiger Werner Luginbühl im Ständerat. Nun nimmt er den Hut und verabschiedet sich von Bundesbern. Im Interview mit dieser Zeitung spricht er über die Abspaltung von der SVP, die mitunter «langweilige» Mitte-Politik – und weshalb man im Berner Oberland ein Inte...",BE,CH/D,BDP,Kantonale Sektion,35
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T13:00:06Z,2019-09-25T09:00:00Z,2019-10-02T09:00:00Z,"Remo Zuberbühler
https://www.bdp.info/be/de/wahlen2019/nationalratlistejungebdp/remozuberbuehlerpraesidentjbdpschweiz/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=365851367657450,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,36
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:59:06Z,2019-09-24T12:00:00Z,2019-10-01T12:00:00Z,"Ulrich Stähli
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/ulrichstaehli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=894272907608309,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,37
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:59:06Z,2019-09-24T12:00:00Z,2019-09-28T12:00:00Z,"Ulrich Stähli
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/ulrichstaehli/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=894272907608309,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,37
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:58:24Z,2019-09-24T09:00:00Z,2019-10-01T09:00:00Z,"Jürg Rothenbühler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/juergrothenbuehler/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=500712080739339,CHF,322804977901887,2019-10-10T02:22:26Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,38
BDP Kanton Bern,322804977901887,BDP Kanton Bern,2019-08-23T12:58:24Z,2019-09-24T09:00:00Z,2019-09-28T09:00:00Z,"Jürg Rothenbühler
https://www.bdp.info/be/de/wahlen2019/nationalratstammliste/juergrothenbuehler/ 

Am 20. Oktober #langweiligabergut wählen. #WahlCH19",https://www.facebook.com/ads/archive/render_ad/?id=500712080739339,CHF,322804977901887,2019-09-25T02:18:07Z,0,999,0,99,NA,NA,NA,BE,CH/D,BDP,Kantonale Sektion,38
